surfaceType,surfaceId,actorType,actorRole,context,intent,transaction,journeyId,servicesInvolved,apisInvolved,registriesInvolved,trustSecurityChecks,dataRecords,eventTopics,uiSurface,mobileSurface,nompiloSupport,relatedFeatures,nextActions,completionCriteria,doctrineCompliance,orchestrationStatus,sourcePath,apiClientHook
"frontend-route","/data-intelligence/audit","data-analyst","auth","operations or public health intelligence","Audit Intelligence","ADMINISTRATIVE_HEALTH:Data / Report / Dashboard Journey","reporting-dashboard","reporting-service; data-warehouse-service; surveillance-service; experience-bff","/internal/v1/reports/*, /internal/v1/intelligence-plane/*","","reporting RBAC; de-identification","report runs; aggregates","analytics.reporting.aggregate","/data-intelligence/audit","apps/mobile/provider-app/src/screens/provider/OpsReportsHubScreen.tsx; apps/mobile/provider-app/src/screens/provider/ReportsScreen.tsx","expected","public-health-outreach; surveillance-outbreak","audit","Analyst runs report with correct scope and audit","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/data-intelligence/audit/page.tsx",""
"frontend-route","/ndila","health-information-officer","ops","public health intelligence","Ndila Maps","COMMUNITY_OUTREACH:Surveillance / Outbreak Response","surveillance-outbreak","surveillance-service; campaigns-service; ndila-service; experience-bff","/internal/v1/public-health/*","","public health RBAC","surveillance signals; campaigns","campaigns-outbound; ndila-events","/ndila","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","public-health-outreach; reporting-dashboard","report","Outbreak signal investigated with campaign linkage","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/ndila/page.tsx","hooks/queries/useNdila.ts"
"frontend-route","/public-health","community-health-worker","platform-admin","field outreach mode","Public Health","COMMUNITY_OUTREACH:Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health/*, /internal/v1/community/*","","CHW role; outreach authz","outreach visits; screening data","campaigns-outbound","/public-health","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/outreach/FollowUpScreen.tsx; apps/mobile/provider-app/src/screens/outreach/HouseholdListScreen.tsx; apps/mobile/provider-app/src/screens/outreach/OutreachDashboardScreen.tsx; apps/mobile/provider-app/src/screens/outreach/ScreeningScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","surveillance-outbreak; reporting-dashboard","follow-up","CHW records outreach visit on mobile","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/public-health/page.tsx",""
"frontend-route","/public-health/surveillance","community-health-worker","platform-admin","field outreach mode","Surveillance","COMMUNITY_OUTREACH:Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health/*, /internal/v1/community/*","","CHW role; outreach authz","outreach visits; screening data","campaigns-outbound","/public-health/surveillance","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/outreach/FollowUpScreen.tsx; apps/mobile/provider-app/src/screens/outreach/HouseholdListScreen.tsx; apps/mobile/provider-app/src/screens/outreach/OutreachDashboardScreen.tsx; apps/mobile/provider-app/src/screens/outreach/ScreeningScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","surveillance-outbreak; reporting-dashboard","follow-up","CHW records outreach visit on mobile","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/public-health/surveillance/page.tsx",""
"frontend-route","/public-health/campaigns","community-health-worker","platform-admin","field outreach mode","Campaigns","COMMUNITY_OUTREACH:Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health/*, /internal/v1/community/*","","CHW role; outreach authz","outreach visits; screening data","campaigns-outbound","/public-health/campaigns","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/outreach/FollowUpScreen.tsx; apps/mobile/provider-app/src/screens/outreach/HouseholdListScreen.tsx; apps/mobile/provider-app/src/screens/outreach/OutreachDashboardScreen.tsx; apps/mobile/provider-app/src/screens/outreach/ScreeningScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","surveillance-outbreak; reporting-dashboard","follow-up","CHW records outreach visit on mobile","mapped-to-core-transaction","mock-stub","ui/one-ui-shell/src/app/public-health/campaigns/page.tsx",""
"frontend-route","/public-health/site-registry","community-health-worker","platform-admin","field outreach mode","Site Registry","COMMUNITY_OUTREACH:Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health/*, /internal/v1/community/*","","CHW role; outreach authz","outreach visits; screening data","campaigns-outbound","/public-health/site-registry","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/outreach/FollowUpScreen.tsx; apps/mobile/provider-app/src/screens/outreach/HouseholdListScreen.tsx; apps/mobile/provider-app/src/screens/outreach/OutreachDashboardScreen.tsx; apps/mobile/provider-app/src/screens/outreach/ScreeningScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","surveillance-outbreak; reporting-dashboard","follow-up","CHW records outreach visit on mobile","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/public-health/site-registry/page.tsx",""
"frontend-route","/public-health/site-registry/[siteId]","community-health-worker","platform-admin","field outreach mode","Site Profile","COMMUNITY_OUTREACH:Public Health / CHW Outreach","public-health-outreach","community-service; surveillance-service; campaigns-service; indawo-service; experience-bff","/internal/v1/public-health/*, /internal/v1/community/*","","CHW role; outreach authz","outreach visits; screening data","campaigns-outbound","/public-health/site-registry/[siteId]","apps/mobile/citizen-app/src/screens/publicHealth/PublicHealthScreen.tsx; apps/mobile/provider-app/src/screens/outreach/FollowUpScreen.tsx; apps/mobile/provider-app/src/screens/outreach/HouseholdListScreen.tsx; apps/mobile/provider-app/src/screens/outreach/OutreachDashboardScreen.tsx; apps/mobile/provider-app/src/screens/outreach/ScreeningScreen.tsx; apps/mobile/provider-app/src/screens/provider/PublicHealthFieldTasksScreen.tsx","expected","surveillance-outbreak; reporting-dashboard","follow-up","CHW records outreach visit on mobile","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/public-health/site-registry/[siteId]/page.tsx",""
"frontend-route","/omnichannel","platform","platform-admin","omnichannel comms hub","Omnichannel Hub","ADMINISTRATIVE_HEALTH:Notification & Communications","notification-comms","notification-service; channels-service; community-service; experience-bff","/internal/v1/notifications/*, /internal/v1/communication/*, /internal/v1/omnichannel/*","","comms authz; consent for outreach","notification store; delivery status","notification.sent","/omnichannel","apps/mobile/citizen-app/src/screens/messaging/MessagingInboxScreen.tsx; apps/mobile/citizen-app/src/screens/messaging/ThreadViewScreen.tsx; apps/mobile/provider-app/src/screens/provider/MessagingScreen.tsx","expected","consent-capture; appointment-scheduling","feedback","Notification sent and delivery status visible","mapped-to-core-transaction","coherent","ui/one-ui-shell/src/app/omnichannel/page.tsx","hooks/queries/useOmnichannel.ts"
"frontend-route","/coverage","citizen","platform-admin","encounter billing or coverage","Coverage Operations","ADMINISTRATIVE_HEALTH:Payment / Billing / Exemption / Claim","payment-billing-claim","costing-engine-service; mushex-service; coverage-service; mushe-wallet-service; experience-bff","/internal/v1/finance/*, /internal/v1/coverage/*, /internal/v1/wallet/*","","financial authz; purpose-of-use","billing; claims; payments; remittance","core.transaction.events; finance-oros-pharmacy","/coverage","apps/mobile/citizen-app/src/screens/personal/FinanceSection.tsx; apps/mobile/citizen-app/src/screens/personal/WalletSection.tsx; apps/mobile/provider-app/src/screens/provider/BillingScreen.tsx; apps/mobile/provider-app/src/screens/provider/FinanceOverviewScreen.tsx","expected","wallet-payment; coverage-enrollment","remittance","Bill generated, payment or claim completed with audit","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/coverage/page.tsx","hooks/queries/useCoverage.ts"
"frontend-route","/id-services","citizen","platform-admin","self-service registration; assurance level pending","Identity Services","ADMINISTRATIVE_HEALTH:Citizen / Client Onboarding","citizen-onboarding","vito-service; tshepo-identity-service; identity-assurance-service; tshepo-consent-service; experience-bff","/internal/v1/auth/*, /internal/v1/identity/*, /internal/v1/vito/*","vito-service","TSHEPO session; identity assurance; consent","VITO clients; identity issuance; consent directives","identity.issued; core.transaction.events","/id-services","apps/mobile/citizen-app/src/screens/personal/HealthIdSection.tsx; apps/mobile/citizen-app/src/screens/personal/ProfileSection.tsx","expected","consent-capture; health-id-issuance","consent review","Citizen completes registration, receives Health ID, sees next-step guidance","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/id-services/page.tsx",""
"frontend-route","/ai-governance","system-administrator","platform-admin","governance","AI Governance","","","experience-bff","","","role","","","/ai-governance","","optional","","","","unmapped","isolated-page","ui/one-ui-shell/src/app/ai-governance/page.tsx",""
"frontend-route","/ai-governance/models/[id]","system-administrator","platform-admin","governance","AI Model","","","experience-bff","","","role","","","/ai-governance/models/[id]","","optional","","","","unmapped","isolated-page","ui/one-ui-shell/src/app/ai-governance/models/[id]/page.tsx",""
"frontend-route","/access","system-administrator","platform-admin","governance","Access Channels","","","experience-bff","","","role","","","/access","","optional","","","","unmapped","unclear-intent","ui/one-ui-shell/src/app/access/page.tsx","hooks/queries/useDataAccessGovernance.ts"
"frontend-route","/kiosk","citizen","person","authentication","Self Check-In","","","experience-bff","","","none","","","/kiosk","","optional","","","","unmapped","isolated-page","ui/one-ui-shell/src/app/kiosk/page.tsx",""
"frontend-route","/","citizen","person","self-service registration; assurance level pending","Home","ADMINISTRATIVE_HEALTH:Citizen / Client Onboarding","citizen-onboarding","vito-service; tshepo-identity-service; identity-assurance-service; tshepo-consent-service; experience-bff","/internal/v1/auth/*, /internal/v1/identity/*, /internal/v1/vito/*","vito-service","TSHEPO session; identity assurance; consent","VITO clients; identity issuance; consent directives","identity.issued; core.transaction.events","/","apps/mobile/citizen-app/src/screens/personal/HealthIdSection.tsx; apps/mobile/citizen-app/src/screens/personal/ProfileSection.tsx","expected","consent-capture; health-id-issuance","consent review","Citizen completes registration, receives Health ID, sees next-step guidance","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/page.tsx",""
"frontend-route","/home","citizen","person","life-hub","Home","","","experience-bff","","","auth","","","/home","","optional","","","","unmapped","isolated-page","ui/one-ui-shell/src/app/home/page.tsx",""
